Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
Female,Yes,2,Graduate,No,19282,8621.0,489.0,360.0,0.0,Urban,N
Male,Yes,0,Graduate,Yes,8063,4017.0,155.0,360.0,1.0,Rural,Y
Female,No,3,Not Graduate,Yes,19403,4106.0,370.0,360.0,0.0,Urban,Y
Female,No,1,Graduate,Yes,11600,9034.0,217.0,360.0,0.0,Urban,Y
Male,Yes,2,Graduate,Yes,6306,7736.0,374.0,240.0,0.0,Rural,N
Male,Yes,3,Not Graduate,No,19272,102.0,60.0,360.0,1.0,Semiurban,N
Female,No,3,Graduate,Yes,14187,8008.0,71.0,240.0,0.0,Rural,Y
Male,Yes,3,Not Graduate,No,17413,5002.0,442.0,240.0,0.0,Rural,Y
Female,No,1,Graduate,No,15540,4550.0,273.0,360.0,1.0,Semiurban,Y
Male,Yes,2,Not Graduate,No,11581,7578.0,178.0,180.0,0.0,Rural,N
Female,No,1,Not Graduate,No,8414,6569.0,127.0,360.0,0.0,Urban,N
Female,No,1,Not Graduate,Yes,10310,272.0,463.0,240.0,1.0,Urban,N
Female,Yes,3,Not Graduate,No,4863,2581.0,186.0,180.0,0.0,Urban,N
Female,No,2,Not Graduate,No,2711,2092.0,118.0,180.0,1.0,Urban,Y
Male,No,1,Not Graduate,No,1735,9045.0,193.0,360.0,0.0,Rural,N
Female,Yes,2,Graduate,No,10001,2074.0,385.0,180.0,1.0,Urban,Y
Female,No,0,Graduate,Yes,5794,5020.0,23.0,180.0,1.0,Urban,N
Female,Yes,3,Not Graduate,No,18854,5287.0,32.0,240.0,1.0,Rural,Y
Female,Yes,3,Not Graduate,No,17011,1891.0,266.0,240.0,0.0,Urban,N
Female,No,2,Not Graduate,Yes,6317,9945.0,394.0,240.0,0.0,Urban,Y
Male,Yes,2,Not Graduate,No,14605,4423.0,127.0,240.0,0.0,Rural,Y
Male,Yes,1,Not Graduate,No,18477,5295.0,64.0,240.0,1.0,Rural,Y
Female,Yes,3,Graduate,Yes,6533,238.0,236.0,360.0,1.0,Rural,N
Male,Yes,3,Graduate,No,17790,5799.0,240.0,360.0,1.0,Urban,Y
Female,Yes,1,Not Graduate,Yes,8003,1619.0,375.0,240.0,1.0,Rural,Y
Male,No,2,Graduate,Yes,10258,8853.0,208.0,360.0,1.0,Rural,Y
Female,Yes,0,Graduate,Yes,5621,9634.0,83.0,360.0,1.0,Urban,N
Female,Yes,3,Not Graduate,No,12045,7182.0,173.0,180.0,0.0,Urban,Y
Male,No,2,Not Graduate,Yes,16644,7507.0,69.0,360.0,1.0,Urban,N
Female,No,1,Not Graduate,Yes,19357,9563.0,122.0,360.0,1.0,Rural,Y
Male,No,0,Graduate,No,11216,6590.0,197.0,180.0,1.0,Rural,Y
Male,No,2,Graduate,Yes,17134,6351.0,372.0,240.0,1.0,Semiurban,N
Female,Yes,0,Graduate,Yes,18067,8280.0,215.0,180.0,0.0,Urban,Y
Male,No,3,Graduate,No,5952,5349.0,230.0,180.0,1.0,Rural,Y
Male,Yes,3,Not Graduate,No,6569,8325.0,363.0,180.0,1.0,Rural,N
Male,No,1,Graduate,Yes,3716,3058.0,357.0,180.0,0.0,Semiurban,N
Female,No,3,Not Graduate,No,7522,3786.0,450.0,180.0,0.0,Semiurban,N
Female,No,1,Graduate,Yes,9561,4589.0,408.0,240.0,0.0,Rural,Y
Male,Yes,3,Not Graduate,Yes,10691,3786.0,275.0,180.0,0.0,Semiurban,N
Female,Yes,0,Graduate,No,7503,2449.0,491.0,240.0,0.0,Semiurban,N
Female,No,3,Graduate,No,9160,7723.0,70.0,240.0,0.0,Rural,N
Female,Yes,1,Not Graduate,Yes,4785,2146.0,65.0,240.0,0.0,Urban,Y
Male,Yes,1,Graduate,No,12206,7149.0,478.0,240.0,1.0,Rural,Y
Male,Yes,0,Not Graduate,No,7190,4758.0,153.0,360.0,0.0,Rural,N
Female,Yes,2,Graduate,Yes,8587,6062.0,235.0,240.0,0.0,Semiurban,Y
Male,No,3,Not Graduate,Yes,2912,1531.0,181.0,360.0,1.0,Semiurban,N
Male,No,0,Not Graduate,No,15635,3520.0,34.0,360.0,1.0,Rural,N
Female,Yes,2,Graduate,Yes,8800,708.0,214.0,240.0,0.0,Urban,N
Male,Yes,2,Graduate,Yes,8253,8537.0,141.0,180.0,1.0,Urban,Y
Female,No,0,Graduate,No,18666,3622.0,404.0,240.0,0.0,Urban,Y
Female,Yes,3,Not Graduate,Yes,8861,9111.0,283.0,180.0,1.0,Rural,N
Male,No,3,Not Graduate,No,18866,8438.0,227.0,360.0,1.0,Rural,N
Female,No,1,Not Graduate,No,2500,3643.0,372.0,360.0,0.0,Urban,N
Male,Yes,3,Not Graduate,No,17589,7085.0,435.0,360.0,1.0,Urban,N
Male,No,2,Graduate,No,3335,9173.0,476.0,180.0,0.0,Urban,Y
Male,Yes,3,Graduate,No,16446,6201.0,26.0,180.0,1.0,Rural,Y
Male,Yes,0,Not Graduate,Yes,8626,9797.0,212.0,240.0,0.0,Urban,N
Female,Yes,2,Not Graduate,No,8396,1650.0,226.0,240.0,1.0,Urban,Y
Male,Yes,2,Graduate,No,16830,8565.0,228.0,180.0,0.0,Semiurban,N
Male,No,1,Not Graduate,No,8738,1344.0,163.0,180.0,1.0,Semiurban,Y
Male,Yes,0,Graduate,Yes,5210,2782.0,323.0,360.0,0.0,Rural,Y
Female,No,2,Not Graduate,No,9559,4504.0,56.0,180.0,0.0,Semiurban,Y
Male,Yes,3,Not Graduate,Yes,17867,1978.0,465.0,240.0,0.0,Rural,N
Male,Yes,1,Graduate,No,9614,8965.0,388.0,180.0,1.0,Semiurban,N
Male,Yes,3,Graduate,Yes,10558,9172.0,180.0,240.0,0.0,Urban,Y
Male,Yes,0,Not Graduate,Yes,11175,2033.0,308.0,240.0,1.0,Urban,N
Male,No,2,Not Graduate,No,18849,904.0,381.0,360.0,1.0,Rural,N
Female,No,0,Graduate,No,4870,1361.0,90.0,240.0,1.0,Rural,N
Male,No,3,Not Graduate,Yes,14690,3983.0,186.0,180.0,0.0,Semiurban,N
Female,No,2,Graduate,No,14829,3972.0,211.0,240.0,0.0,Rural,N
Female,Yes,3,Not Graduate,Yes,3776,357.0,318.0,360.0,1.0,Rural,Y
Male,Yes,0,Graduate,No,5676,9110.0,349.0,240.0,1.0,Semiurban,N
Male,No,0,Graduate,Yes,8420,1983.0,43.0,360.0,0.0,Semiurban,Y
Male,Yes,3,Not Graduate,Yes,12502,7154.0,192.0,360.0,0.0,Rural,N
Male,Yes,0,Not Graduate,Yes,14513,3803.0,325.0,360.0,0.0,Rural,Y
Female,Yes,2,Graduate,No,18765,6218.0,345.0,240.0,1.0,Urban,N
Male,No,0,Not Graduate,No,2827,9682.0,196.0,240.0,1.0,Rural,N
Female,No,0,Not Graduate,No,5944,7025.0,201.0,240.0,1.0,Urban,N
Male,No,3,Graduate,Yes,12835,5651.0,119.0,360.0,0.0,Urban,N
Male,No,2,Graduate,No,15679,21.0,81.0,360.0,1.0,Rural,N
Female,Yes,0,Graduate,No,17179,2726.0,214.0,180.0,1.0,Rural,N
Female,No,3,Not Graduate,No,6817,5346.0,152.0,180.0,0.0,Urban,Y
Male,Yes,3,Graduate,No,13778,8141.0,282.0,180.0,0.0,Semiurban,N
Male,No,2,Not Graduate,No,2094,3404.0,296.0,360.0,0.0,Urban,N
Female,Yes,2,Graduate,Yes,17373,2733.0,224.0,240.0,0.0,Semiurban,N
Male,No,0,Not Graduate,No,3130,162.0,499.0,180.0,1.0,Rural,N
Male,No,0,Not Graduate,No,14870,4071.0,54.0,360.0,1.0,Urban,Y
Male,No,1,Not Graduate,Yes,16975,1395.0,417.0,360.0,1.0,Semiurban,Y
Female,No,0,Graduate,Yes,14326,7881.0,212.0,240.0,1.0,Urban,N
Female,Yes,2,Not Graduate,Yes,12688,1454.0,391.0,360.0,0.0,Rural,Y
Male,No,1,Not Graduate,No,19917,7017.0,487.0,240.0,1.0,Rural,N
Male,No,2,Graduate,No,18201,8888.0,454.0,240.0,0.0,Urban,N
Female,Yes,0,Graduate,No,9643,3017.0,396.0,180.0,0.0,Semiurban,Y
Male,Yes,2,Graduate,Yes,4865,5001.0,272.0,180.0,0.0,Urban,Y
Female,Yes,3,Not Graduate,No,17510,750.0,436.0,240.0,1.0,Urban,N
Male,Yes,3,Not Graduate,No,12834,7868.0,495.0,360.0,0.0,Urban,Y
Female,Yes,0,Not Graduate,No,9499,2519.0,382.0,360.0,1.0,Rural,N
Male,Yes,1,Not Graduate,No,17838,937.0,444.0,360.0,1.0,Urban,N
Female,Yes,3,Not Graduate,No,1871,5882.0,21.0,180.0,0.0,Semiurban,Y
Male,No,3,Not Graduate,No,2707,9116.0,432.0,180.0,0.0,Rural,N
Male,Yes,0,Graduate,No,17807,6890.0,233.0,180.0,1.0,Rural,Y
Female,No,2,Graduate,No,15205,7491.0,479.0,240.0,1.0,Semiurban,Y
Female,Yes,0,Not Graduate,Yes,3714,4736.0,351.0,240.0,1.0,Urban,N
Male,Yes,2,Graduate,No,7645,2100.0,54.0,360.0,1.0,Urban,Y
Male,No,3,Graduate,No,16162,6699.0,394.0,240.0,1.0,Rural,N
Male,Yes,0,Graduate,No,5980,7860.0,252.0,240.0,1.0,Semiurban,N
Female,Yes,3,Not Graduate,Yes,18899,4119.0,370.0,240.0,1.0,Semiurban,Y
Female,Yes,1,Graduate,No,15662,8563.0,429.0,180.0,1.0,Rural,Y
Female,Yes,3,Not Graduate,No,14043,1434.0,358.0,240.0,0.0,Urban,Y
Male,Yes,2,Graduate,No,3637,320.0,242.0,180.0,1.0,Rural,N
Male,Yes,1,Graduate,Yes,13409,6803.0,67.0,180.0,1.0,Rural,Y
Female,No,2,Not Graduate,No,2217,196.0,419.0,240.0,1.0,Rural,Y
Female,Yes,0,Not Graduate,Yes,15911,5039.0,290.0,240.0,0.0,Urban,N
Female,Yes,0,Not Graduate,No,2006,8633.0,299.0,240.0,1.0,Rural,Y
Male,No,2,Graduate,No,16838,3121.0,383.0,240.0,0.0,Rural,N
Male,Yes,0,Graduate,Yes,3325,5744.0,468.0,240.0,0.0,Urban,N
Female,No,3,Not Graduate,No,7646,7087.0,73.0,360.0,0.0,Rural,Y
Male,Yes,0,Graduate,Yes,19944,9840.0,403.0,360.0,0.0,Rural,Y
Female,No,1,Not Graduate,No,18178,1691.0,253.0,240.0,1.0,Urban,Y
Male,Yes,0,Not Graduate,No,12308,5434.0,384.0,360.0,1.0,Urban,Y
Female,No,3,Graduate,No,17772,9249.0,298.0,360.0,0.0,Rural,N
Female,No,1,Graduate,No,5759,3064.0,195.0,180.0,1.0,Rural,Y
Male,Yes,3,Graduate,Yes,4759,8791.0,114.0,180.0,0.0,Urban,N
Female,Yes,3,Graduate,No,4500,1919.0,53.0,180.0,1.0,Rural,Y
Female,Yes,1,Not Graduate,No,11127,1013.0,185.0,240.0,1.0,Urban,Y
Male,Yes,0,Not Graduate,No,11280,5702.0,479.0,360.0,1.0,Urban,N
Female,No,1,Graduate,Yes,1866,1817.0,197.0,180.0,0.0,Urban,Y
Male,Yes,3,Graduate,No,13831,3486.0,171.0,240.0,0.0,Semiurban,Y
Female,No,0,Not Graduate,Yes,5887,8562.0,417.0,360.0,0.0,Semiurban,Y
Male,No,3,Graduate,No,12566,4606.0,424.0,240.0,0.0,Urban,N
Female,Yes,1,Not Graduate,Yes,8667,6213.0,234.0,180.0,1.0,Urban,N
Male,Yes,2,Not Graduate,Yes,13253,903.0,25.0,180.0,1.0,Rural,N
Female,Yes,0,Graduate,No,2876,7196.0,145.0,240.0,1.0,Semiurban,N
Male,No,1,Not Graduate,Yes,6358,9952.0,275.0,360.0,0.0,Semiurban,N
Male,No,1,Not Graduate,Yes,3727,6585.0,159.0,360.0,1.0,Urban,N
Male,No,2,Graduate,Yes,2358,5955.0,288.0,180.0,1.0,Urban,Y
Female,No,1,Not Graduate,Yes,5092,8018.0,186.0,180.0,1.0,Rural,N
Male,Yes,1,Not Graduate,No,17760,5520.0,243.0,360.0,0.0,Urban,Y
Female,Yes,2,Not Graduate,Yes,18460,5145.0,405.0,180.0,1.0,Rural,Y
Male,No,2,Graduate,Yes,15865,2310.0,38.0,240.0,0.0,Urban,Y
Female,No,1,Graduate,No,12805,8067.0,363.0,180.0,1.0,Urban,N
Male,Yes,2,Not Graduate,Yes,14358,4484.0,33.0,360.0,0.0,Semiurban,N
Male,No,0,Graduate,Yes,6511,4730.0,380.0,180.0,1.0,Semiurban,Y
Male,No,2,Not Graduate,No,13337,2972.0,77.0,180.0,1.0,Semiurban,Y
Female,No,0,Not Graduate,Yes,10223,5414.0,426.0,240.0,1.0,Rural,N
Male,No,1,Not Graduate,No,10570,6062.0,192.0,360.0,0.0,Rural,Y
Female,Yes,0,Not Graduate,Yes,14220,7714.0,84.0,360.0,1.0,Urban,Y
Male,No,2,Graduate,No,3317,6471.0,325.0,360.0,0.0,Urban,Y
Female,Yes,1,Graduate,No,13708,1733.0,431.0,360.0,0.0,Semiurban,Y
Male,No,1,Graduate,Yes,10682,2980.0,111.0,240.0,1.0,Rural,Y
Female,Yes,3,Not Graduate,Yes,11342,1921.0,345.0,360.0,0.0,Rural,N
Female,No,0,Graduate,No,6344,2992.0,484.0,240.0,1.0,Rural,N
Female,Yes,1,Not Graduate,No,17448,6897.0,228.0,360.0,0.0,Rural,Y
Female,No,0,Graduate,Yes,8660,2121.0,259.0,240.0,0.0,Semiurban,N
Male,Yes,1,Not Graduate,Yes,4942,6064.0,237.0,360.0,0.0,Rural,N
Male,Yes,0,Not Graduate,No,4392,1193.0,425.0,180.0,0.0,Rural,N
Male,Yes,2,Graduate,Yes,8973,1019.0,457.0,180.0,0.0,Rural,Y
Male,No,1,Graduate,No,14503,2336.0,261.0,360.0,0.0,Urban,N
Male,No,1,Not Graduate,Yes,12256,317.0,116.0,360.0,1.0,Urban,N
Female,Yes,0,Not Graduate,Yes,19097,8234.0,121.0,180.0,0.0,Rural,N
Male,Yes,1,Not Graduate,Yes,6235,7656.0,457.0,240.0,0.0,Urban,Y
Male,No,3,Graduate,No,12898,9561.0,149.0,180.0,0.0,Rural,N
Female,No,0,Graduate,No,13922,9523.0,430.0,240.0,1.0,Urban,N
Male,Yes,0,Not Graduate,Yes,9747,6430.0,404.0,360.0,1.0,Urban,Y
Female,Yes,1,Graduate,No,8396,9561.0,27.0,360.0,1.0,Rural,Y
Male,No,0,Graduate,Yes,2887,3170.0,105.0,360.0,1.0,Rural,Y
Male,Yes,1,Not Graduate,No,18691,5591.0,228.0,180.0,1.0,Urban,Y
Male,No,1,Graduate,No,6407,6570.0,288.0,360.0,1.0,Rural,N
Female,Yes,0,Not Graduate,No,19070,7244.0,154.0,240.0,1.0,Rural,N
Female,Yes,3,Graduate,Yes,9048,1442.0,236.0,180.0,0.0,Urban,N
Male,Yes,0,Graduate,Yes,18767,726.0,151.0,180.0,1.0,Urban,N
Male,No,3,Not Graduate,Yes,5989,1724.0,415.0,240.0,0.0,Urban,N
Female,Yes,3,Graduate,No,13479,258.0,37.0,180.0,1.0,Urban,N
Female,Yes,0,Graduate,No,18436,1522.0,48.0,360.0,0.0,Semiurban,N
Male,No,1,Not Graduate,No,12397,710.0,218.0,180.0,0.0,Semiurban,N
Male,Yes,0,Graduate,Yes,14201,8128.0,251.0,360.0,1.0,Semiurban,N
Female,No,3,Graduate,Yes,19627,5181.0,260.0,360.0,0.0,Semiurban,N
Female,Yes,0,Graduate,No,9655,5322.0,360.0,180.0,0.0,Rural,Y
Female,Yes,2,Graduate,No,13669,5941.0,473.0,360.0,1.0,Rural,N
Female,No,3,Not Graduate,No,16571,445.0,295.0,240.0,1.0,Semiurban,Y
Female,No,0,Not Graduate,Yes,2528,6040.0,86.0,360.0,0.0,Urban,Y
Male,Yes,3,Graduate,Yes,8526,6835.0,285.0,360.0,1.0,Urban,Y
Male,Yes,3,Not Graduate,No,8964,997.0,456.0,360.0,0.0,Rural,Y
Female,Yes,3,Not Graduate,Yes,10960,9690.0,451.0,180.0,1.0,Semiurban,Y
Female,Yes,1,Not Graduate,No,8375,9528.0,186.0,360.0,1.0,Semiurban,N
Female,No,0,Graduate,Yes,3264,546.0,319.0,180.0,1.0,Urban,Y
Male,Yes,2,Graduate,Yes,17347,9538.0,444.0,240.0,1.0,Urban,Y
Male,Yes,0,Not Graduate,No,14968,7174.0,341.0,240.0,1.0,Semiurban,Y
Female,Yes,2,Graduate,Yes,18468,6867.0,459.0,360.0,0.0,Rural,N
Female,Yes,2,Graduate,Yes,7367,3649.0,464.0,240.0,0.0,Semiurban,Y
Male,Yes,3,Graduate,No,18871,7387.0,380.0,180.0,0.0,Rural,Y
Male,Yes,1,Graduate,No,19719,8316.0,411.0,180.0,0.0,Urban,N
Male,Yes,2,Not Graduate,No,10888,5559.0,236.0,240.0,0.0,Urban,N
Male,Yes,0,Not Graduate,Yes,11168,4872.0,164.0,240.0,0.0,Semiurban,Y
Male,No,2,Graduate,Yes,18260,5087.0,50.0,240.0,1.0,Urban,Y
Female,Yes,1,Not Graduate,No,2841,5693.0,312.0,240.0,1.0,Urban,N
Male,Yes,2,Not Graduate,No,5463,4780.0,360.0,240.0,1.0,Semiurban,N
Male,No,1,Not Graduate,Yes,16973,2815.0,177.0,180.0,0.0,Rural,N
Female,No,1,Not Graduate,Yes,7726,4213.0,90.0,240.0,0.0,Rural,Y
Male,Yes,2,Not Graduate,No,17323,910.0,218.0,360.0,0.0,Semiurban,N
Male,Yes,3,Not Graduate,No,3593,5989.0,336.0,360.0,1.0,Rural,N
Female,No,3,Graduate,No,14153,8058.0,421.0,240.0,0.0,Rural,N
Female,No,3,Not Graduate,No,11013,6215.0,43.0,360.0,0.0,Urban,N
Female,Yes,1,Not Graduate,Yes,3622,6299.0,39.0,180.0,1.0,Rural,Y
Female,No,1,Graduate,No,17995,7153.0,104.0,360.0,1.0,Rural,Y
Female,Yes,0,Graduate,No,9876,4467.0,46.0,360.0,1.0,Rural,N
Female,Yes,1,Not Graduate,No,19744,2455.0,235.0,360.0,0.0,Semiurban,Y
Female,No,1,Graduate,Yes,7334,8415.0,199.0,240.0,0.0,Semiurban,N
Male,Yes,0,Not Graduate,Yes,14140,7187.0,387.0,360.0,1.0,Urban,Y
Female,Yes,2,Graduate,Yes,14478,4472.0,142.0,180.0,0.0,Urban,Y
Female,Yes,3,Not Graduate,No,8635,7968.0,438.0,240.0,1.0,Semiurban,N
Male,Yes,0,Not Graduate,Yes,1873,9664.0,426.0,180.0,0.0,Urban,N
Male,No,3,Graduate,Yes,3186,2961.0,133.0,180.0,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,9669,4545.0,271.0,180.0,0.0,Rural,Y
Male,No,0,Graduate,No,4891,5403.0,130.0,240.0,1.0,Semiurban,N
Male,No,2,Graduate,No,18620,2705.0,389.0,360.0,0.0,Urban,N
Male,No,1,Graduate,No,14991,9874.0,391.0,240.0,0.0,Semiurban,N
Male,Yes,0,Not Graduate,No,16432,6446.0,63.0,240.0,1.0,Urban,Y
Male,No,3,Not Graduate,No,2930,4386.0,69.0,180.0,0.0,Rural,Y
Male,No,2,Not Graduate,No,11044,4995.0,483.0,240.0,1.0,Semiurban,Y
Male,No,1,Not Graduate,No,2862,4791.0,464.0,240.0,1.0,Rural,N
Male,No,2,Not Graduate,No,15180,2586.0,422.0,360.0,1.0,Semiurban,N
Male,No,0,Not Graduate,No,19120,4784.0,491.0,240.0,1.0,Urban,N
Male,Yes,0,Graduate,Yes,2754,6565.0,47.0,240.0,0.0,Rural,N
Female,No,0,Not Graduate,Yes,14976,2485.0,289.0,240.0,0.0,Urban,Y
Male,Yes,1,Not Graduate,No,2456,2047.0,277.0,180.0,0.0,Semiurban,Y
Female,Yes,3,Not Graduate,Yes,13389,6974.0,405.0,240.0,0.0,Semiurban,Y
Male,No,1,Graduate,No,8473,3960.0,466.0,180.0,0.0,Urban,N
Female,Yes,2,Graduate,No,8260,4100.0,247.0,180.0,0.0,Urban,N
Female,Yes,3,Graduate,No,7543,2760.0,419.0,180.0,1.0,Rural,Y
Female,No,1,Not Graduate,No,12156,2061.0,79.0,360.0,0.0,Rural,Y
Female,Yes,1,Not Graduate,No,7444,1546.0,282.0,240.0,0.0,Rural,Y
Male,No,0,Not Graduate,Yes,6816,4925.0,80.0,240.0,0.0,Rural,N
Female,Yes,3,Graduate,Yes,6915,4992.0,21.0,180.0,1.0,Semiurban,Y
Female,Yes,1,Graduate,Yes,14371,118.0,359.0,180.0,0.0,Semiurban,N
Female,No,2,Not Graduate,Yes,4481,4717.0,361.0,360.0,1.0,Urban,N
Female,Yes,0,Not Graduate,No,7150,8285.0,75.0,240.0,1.0,Semiurban,Y
Male,No,3,Not Graduate,Yes,19076,1833.0,231.0,180.0,1.0,Rural,Y
Female,No,0,Not Graduate,No,19125,268.0,378.0,180.0,1.0,Semiurban,N
Female,No,1,Graduate,No,8953,2078.0,314.0,360.0,0.0,Semiurban,Y
Male,Yes,0,Not Graduate,Yes,11838,9348.0,420.0,360.0,0.0,Rural,Y
Female,No,3,Graduate,Yes,6624,7745.0,389.0,240.0,1.0,Semiurban,Y
Male,Yes,0,Graduate,Yes,13307,1835.0,179.0,240.0,1.0,Urban,N
Male,No,1,Graduate,No,8153,8444.0,371.0,180.0,0.0,Rural,N
Female,No,2,Graduate,Yes,15054,442.0,237.0,180.0,1.0,Urban,N
Female,Yes,3,Graduate,No,19386,9331.0,59.0,240.0,1.0,Rural,Y
Male,Yes,2,Graduate,Yes,4268,2617.0,223.0,180.0,0.0,Semiurban,N
Male,No,1,Not Graduate,No,13146,8305.0,343.0,180.0,1.0,Semiurban,N
Male,Yes,0,Not Graduate,Yes,17238,2088.0,416.0,360.0,0.0,Urban,N
Male,No,0,Not Graduate,Yes,2981,8425.0,267.0,180.0,0.0,Semiurban,Y
Male,No,1,Graduate,No,17432,512.0,86.0,180.0,1.0,Rural,Y
Male,Yes,0,Not Graduate,Yes,2226,7231.0,497.0,240.0,0.0,Semiurban,N
Female,Yes,2,Graduate,No,5221,3987.0,423.0,240.0,0.0,Urban,N
Female,Yes,3,Graduate,Yes,17621,6861.0,57.0,180.0,1.0,Rural,N
Female,No,3,Graduate,Yes,11238,4427.0,168.0,360.0,0.0,Rural,N
Female,Yes,0,Not Graduate,No,5467,801.0,80.0,360.0,0.0,Semiurban,Y
Female,No,3,Not Graduate,No,16280,102.0,310.0,360.0,1.0,Semiurban,Y
Male,Yes,2,Graduate,Yes,8753,5880.0,406.0,240.0,1.0,Rural,Y
Female,Yes,1,Not Graduate,No,9159,29.0,34.0,180.0,1.0,Rural,N
Male,No,0,Not Graduate,No,14048,7640.0,289.0,180.0,0.0,Rural,N
Female,No,2,Graduate,Yes,4924,8432.0,365.0,240.0,0.0,Urban,N
Female,No,1,Graduate,Yes,19327,4854.0,321.0,240.0,1.0,Semiurban,N
Female,Yes,1,Graduate,Yes,18458,908.0,245.0,180.0,1.0,Rural,Y
Male,Yes,2,Not Graduate,No,4248,7230.0,290.0,360.0,1.0,Rural,N
Female,Yes,0,Graduate,No,9701,1373.0,433.0,240.0,1.0,Rural,Y
Male,Yes,1,Not Graduate,No,12551,9404.0,291.0,180.0,0.0,Semiurban,Y
Male,No,2,Not Graduate,No,7123,3533.0,255.0,180.0,1.0,Urban,N
Female,Yes,0,Not Graduate,Yes,2917,3665.0,454.0,180.0,0.0,Rural,N
Male,Yes,1,Graduate,No,2032,5734.0,391.0,180.0,1.0,Rural,N
Female,Yes,3,Graduate,Yes,8209,4894.0,39.0,360.0,0.0,Urban,N
Male,Yes,0,Graduate,Yes,3354,817.0,37.0,180.0,1.0,Rural,N
Female,Yes,0,Not Graduate,Yes,7468,4325.0,68.0,360.0,1.0,Urban,Y
Male,No,0,Graduate,No,13778,4416.0,123.0,360.0,1.0,Urban,N
Male,Yes,3,Graduate,No,8349,5604.0,32.0,180.0,1.0,Rural,Y
Female,No,2,Graduate,Yes,7274,1324.0,375.0,360.0,1.0,Semiurban,N
Female,Yes,2,Graduate,Yes,18631,2144.0,256.0,180.0,0.0,Urban,Y
Male,Yes,0,Graduate,Yes,3891,5899.0,459.0,360.0,1.0,Urban,Y
Male,No,3,Not Graduate,No,19985,8314.0,83.0,240.0,1.0,Rural,N
Female,No,1,Not Graduate,Yes,15798,5566.0,217.0,360.0,1.0,Rural,Y
Male,No,3,Graduate,No,18136,6418.0,102.0,240.0,0.0,Urban,N
Male,Yes,0,Not Graduate,No,19401,6757.0,229.0,180.0,0.0,Rural,Y
Female,Yes,0,Graduate,Yes,1911,5962.0,257.0,180.0,1.0,Rural,N
Female,No,0,Not Graduate,No,6383,1512.0,232.0,240.0,1.0,Semiurban,N
Male,No,3,Graduate,Yes,6069,4676.0,351.0,180.0,1.0,Semiurban,Y
Male,Yes,0,Graduate,Yes,5041,2940.0,191.0,360.0,1.0,Rural,N
Male,No,1,Graduate,Yes,17918,8997.0,20.0,360.0,1.0,Semiurban,N
Male,Yes,3,Not Graduate,No,6182,4077.0,352.0,240.0,1.0,Semiurban,N
Male,No,0,Not Graduate,Yes,17774,7693.0,221.0,240.0,0.0,Urban,N
Female,Yes,3,Not Graduate,No,2377,5463.0,203.0,180.0,1.0,Urban,Y
Male,Yes,2,Not Graduate,Yes,2893,4293.0,406.0,360.0,0.0,Rural,Y
Male,Yes,3,Not Graduate,No,11741,4799.0,391.0,180.0,1.0,Rural,Y
Male,Yes,2,Not Graduate,No,7022,5628.0,427.0,360.0,1.0,Rural,Y
Female,Yes,3,Not Graduate,No,4085,7665.0,353.0,240.0,1.0,Rural,Y
Female,No,0,Not Graduate,No,12619,3803.0,369.0,180.0,0.0,Semiurban,N
Male,Yes,3,Not Graduate,No,16558,5122.0,103.0,360.0,0.0,Rural,Y
Female,Yes,2,Graduate,Yes,5105,6340.0,412.0,360.0,1.0,Urban,Y
Male,Yes,3,Not Graduate,No,15320,1441.0,159.0,360.0,0.0,Urban,N
Female,Yes,1,Not Graduate,No,17777,7818.0,243.0,360.0,1.0,Semiurban,Y
Male,No,3,Not Graduate,No,15283,190.0,149.0,360.0,0.0,Rural,Y
Male,No,1,Not Graduate,No,2590,9701.0,378.0,180.0,1.0,Rural,N
Female,Yes,3,Graduate,Yes,18225,3502.0,149.0,180.0,0.0,Semiurban,N
Male,No,2,Not Graduate,Yes,14457,499.0,412.0,360.0,1.0,Semiurban,N
Male,No,1,Not Graduate,Yes,7802,3146.0,165.0,240.0,1.0,Semiurban,N
Female,Yes,3,Graduate,No,14453,6591.0,396.0,180.0,0.0,Urban,Y
Male,No,1,Graduate,Yes,1734,9364.0,52.0,240.0,0.0,Rural,N
Male,No,2,Not Graduate,No,18935,326.0,188.0,240.0,0.0,Urban,Y
Female,Yes,3,Graduate,Yes,16537,7613.0,485.0,360.0,0.0,Semiurban,Y
Male,Yes,3,Graduate,No,12656,1688.0,198.0,240.0,0.0,Semiurban,Y
Female,No,3,Not Graduate,Yes,5088,4962.0,325.0,360.0,1.0,Rural,Y
Female,Yes,1,Graduate,Yes,4355,3607.0,250.0,240.0,0.0,Semiurban,N
Male,No,1,Graduate,Yes,19791,9403.0,322.0,360.0,1.0,Urban,N
Male,Yes,2,Not Graduate,No,9046,3634.0,100.0,180.0,1.0,Urban,N
Male,Yes,2,Not Graduate,No,10525,1827.0,412.0,360.0,1.0,Semiurban,Y
Female,Yes,0,Graduate,No,8983,5412.0,451.0,240.0,1.0,Semiurban,N
Female,No,2,Graduate,No,8554,7733.0,225.0,180.0,1.0,Urban,Y
Female,No,3,Graduate,No,11148,748.0,356.0,180.0,0.0,Rural,N
